Account (cleansed),Name (Cleansed),FIN.POSTING DATE,MCH.MERCHANT NAME,MCH.MCC DESCRIPTION,FIN.TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,FIN.ACCOUNTING CODE 03 DESCRIPTION,FIN.ACCOUNTING CODE 05 VALUE,MCH.ADDRESS,MCH.CITY NAME,MCH.COUNTRY CODE,MCH.STATE / PROVINCE,MCH.MERCHANT POSTAL CODE,ACC.REPORTS TO INTERMEDIATE LEVEL 1 NAME LINE 1,ACC.REPORTS TO INTERMEDIATE LEVEL 2 NAME LINE 1,ACC.ACCOUNT STATUS DESCRIPTION,FIN.TRANSACTION DATE,Employee ID (cleansed)
1279,Name379,08/23/2021,LOUD THUNDER FOREST PR,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,110.00,7.44,11-135-22400,62200,19406 LOUD THUNDER ROAD,ILLINOIS CITY,USA,IL,61259,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,LOST/STOLEN,08/20/2021,Emp740
1358,Name219,08/23/2021,SAMS CLUB #8238,WHOLESALE CLUBS,74.54,2.46,10-130-20000,60022,3845 ELMORE AVE,DAVENPORT,USA,IA,52807,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp958
1358,Name219,08/23/2021,DOMINO'S 2741,FAST FOOD RESTAURANTS,79.44,6.00,10-130-20000,60022,3708 14TH AVE,563-513-7626,USA,IL,61201,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp958
1311,Name424,08/23/2021,THE WEBSTAURANT STORE,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",665.93,.00,10-143-51900,61503,2205 OLD PHILADELPHIA PIK,717-392-7472,USA,PA,17602,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp875
1334,Name299,08/23/2021,BETTENDORF OFFICE PROD,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",60.91,.00,10-143-51900,61507,3280 MIDDLE RD,BETTENDORF,USA,IA,52722,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp976
1344,Name231,08/23/2021,HERTZ TOLL CHARGE-ATS,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,18.45,.00,10-131-20700,62005,1150 N. ALMA SCHOOL ROAD,877-411-4300,USA,IA,52806,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp960
1344,Name231,08/23/2021,IL TOLLWAY -PAY BY PLA,"BRIDGE AND ROAD FEES, TOLLS",11.70,.00,10-131-20700,62005,2700 OGDEN AVE,6302416181,USA,IL,60515,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp960
1358,Name219,08/23/2021,HY-VEE BETTENDORF 1037,"GROCERY STORES, SUPERMARKETS",21.42,1.40,10-130-20000,60022,2900 DEVILS GLEN RD,BETTENDORF,USA,IA,52722,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp958
1354,Name386,08/23/2021,CDW GOVT #J598107,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",130.56,.00,10-123-12000,65500,200 N MILWAUKEE AVE.,800-808-4239,USA,IL,60061,INFORMATION TECHNOLOGY SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp837
1355,Name472,08/23/2021,PORTILLOS HOT DOGS#60O,FAST FOOD RESTAURANTS,587.33,38.43,10-122-43040,62104,"2741 E 53RD, DAVENPORT",6309543773,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp923
1355,Name472,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",22.94,.00,10-122-43040,62104,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp923
1007,Name440,08/23/2021,DOMINO'S 2741,FAST FOOD RESTAURANTS,35.16,3.20,10-101-03500,61519,3708 14TH AVE,ROCK ISLAND,USA,IL,61201,MUSIC,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp725
1007,Name440,08/23/2021,TARGET        00009266,"GROCERY STORES, SUPERMARKETS",86.80,6.80,10-101-03500,61519,900 42ND AVE DR,MOLINE,USA,IL,61265,MUSIC,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp725
1018,Name318,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",35.17,3.20,10-160-30100,62105,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,RELIGION,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp855
1025,Name253,08/23/2021,BROWNPAPERTICKETS COM,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",32.49,.00,10-131-20700,60510,220 NICKERSON ST,800-838-3006,USA,WA,98109,ADMISSIONS,LF FINAIDADMISSIONS,LOST/STOLEN,08/18/2021,Emp913
1018,Name318,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",18.87,.19,11-120-12521,62105,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,RELIGION,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp855
1025,Name253,08/23/2021,HAPPY JOES PIZZA - 54,"EATING PLACES, RESTAURANTS",18.47,.00,10-131-20700,62000,2041 16TH ST,MOLINE,USA,IL,61265,ADMISSIONS,LF FINAIDADMISSIONS,LOST/STOLEN,08/22/2021,Emp913
1066,Name533,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",53.44,.53,10-130-23200,60022,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1005
1066,Name533,08/23/2021,SAMSCLUB #8238,WHOLESALE CLUBS,13.44,.00,10-130-23200,60022,3845 ELMORE AVENUE,DAVENPORT,USA,IA,52807,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp1005
1066,Name533,08/23/2021,DOLLAR TREE,VARIETY STORES,50.02,3.02,10-130-23200,60022,3912 44TH AVENUE DR,MOLINE,USA,IL,61265,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1005
1066,Name533,08/23/2021,MCDONALD'S F8033,FAST FOOD RESTAURANTS,67.05,.00,10-130-23200,60022,1813 30TH ST,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1005
1066,Name533,08/23/2021,HY-VEE RCK ISLAND F&F,"FUEL DISPENSER, AUTOMATED",25.58,.00,10-130-23200,60022,2810 18TH AVE,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1005
1066,Name533,08/23/2021,AMAZON.COM*2D2X90R11,BOOK STORES,22.13,1.73,10-130-23200,60022,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp1005
1066,Name533,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",72.62,.00,10-130-23200,60022,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp1005
1066,Name533,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",49.98,.00,10-130-23200,60022,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp1005
1066,Name533,08/23/2021,T & T ASIAN FOODS MARK,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",109.06,.00,10-130-23200,60022,520 16TH ST,ROCK ISLAND,USA,IL,61201,INTN'L STU & SCHOLAR SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp1005
1050,Name367,08/23/2021,LINKEDIN-695*5256574,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,59.99,.00,10-161-32408,60500,2029 STIERLIN CT,LNKD.IN/BILL,USA,CA,94043,ADVANCEMENT,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp775
1028,Name468,08/23/2021,TARGET        00009266,"GROCERY STORES, SUPERMARKETS",72.51,4.53,10-131-20700,62108,900 42ND AVE DR,MOLINE,USA,IL,61265,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,08/20/2021,Emp762
1031,Name471,08/23/2021,AMZN MKTP US*2D41Y0MI2,BOOK STORES,44.99,.00,11-101-02507,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,GEOGRAPHY,SWENSON GEO SCIENCE,ACTIVE,08/22/2021,Emp745
1057,Name316,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",47.90,3.94,15-152-18313,61536,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,WVIK,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp883
1057,Name316,08/23/2021,BURKE CLEANERS #15,DRY CLEANERS,21.00,.00,15-152-18313,61536,2021 1ST STREET A,MOLINE,USA,IL,61265,WVIK,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp883
1057,Name316,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",2.30,.02,15-152-18313,61536,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,WVIK,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp883
1060,Name438,08/23/2021,NIOBRARA TRADING POST,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",177.86,.00,10-104-06010,62009,248 WALNUT ST,NIOBRARA,USA,NE,68760,GEOLOGY,SWENSON GEO SCIENCE,LOST/STOLEN,08/21/2021,Emp742
1159,Name377,08/23/2021,APPLE.COM/BILL,RECORD SHOPS,6.99,.00,10-101-02700,60199,ONE APPLE PARK WAY,866-712-7753,USA,CA,95014,GEOLOGY,SWENSON GEO SCIENCE,ACTIVE,08/21/2021,Emp969
1201,Name323,08/23/2021,CODY OIL COMPANY,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,8.50,.00,10-104-06010,62009,420 W 20 HWY,CODY,USA,NE,69211,CORE,INTERNSHIPS,ACTIVE,08/20/2021,Emp971
1201,Name323,08/23/2021,OUTPOST TRUCKSTOP,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,4.58,.00,10-104-06010,62009,1025 S MAIN,LUSK,USA,WY,82225,CORE,INTERNSHIPS,ACTIVE,08/20/2021,Emp971
1071,Name423,08/23/2021,THE SWEDEN SHOP,MISCELLANEOUS AND SPECIALTY RETAIL STORES,6.56,.00,11-101-02802,62105,3304 W FOSTER AVE,CHICAGO,USA,IL,60625,WORLD LANG LIT & CULTURE,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp970
1190,Name352,08/23/2021,SPORTS IMPORTS INC,SPORTING GOODS STORES,137.04,9.56,10-170-25500,64014,4000 PARKWAY LANE,HILLIARD,USA,OH,43026,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1007
1192,Name357,08/23/2021,AUGUSTANA COLLEGE ATHL,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",115.00,.00,10-150-18200,61508,639 38TH ST,309-7947150,USA,IL,61201,ART STUDIO,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp928
1060,Name438,08/23/2021,OUTPOST TRUCKSTOP,"FUEL DISPENSER, AUTOMATED",78.70,.00,10-104-06010,62009,1025 S MAIN,LUSK,USA,WY,82225,GEOLOGY,SWENSON GEO SCIENCE,LOST/STOLEN,08/20/2021,Emp742
1158,Name395,08/23/2021,AMZN MKTP US*2D65K05I2,BOOK STORES,61.37,4.80,11-112-35018,61513,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,PUBLIC HEALTH,AUGUSTANA COLLEGE,ACTIVE,08/23/2021,Emp956
1178,Name493,08/23/2021,SCREENCAST-O-MATIC,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",114.00,.00,10-123-12000,67002,7008 RAVENNA AVE NE,2069059308,USA,WA,98115,INFORMATION TECHNOLOGY SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp780
1223,Name510,08/23/2021,JEWEL OSCO 0122,"GROCERY STORES, SUPERMARKETS",26.33,.00,10-122-47075,62104,2010 FISRT ST A,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/19/2021,Emp863
1246,Name491,08/23/2021,AMAZON.COM*2D3U349W1,BOOK STORES,268.81,.00,11-101-09818,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,COMMUNICATION STUDIES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp734
1216,Name436,08/23/2021,TARGET        00009266,"GROCERY STORES, SUPERMARKETS",29.08,2.02,10-134-20600,60000,900 42ND AVE DR,MOLINE,USA,IL,61265,CAMPUS MINISTRIES,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp1017
1201,Name323,08/23/2021,OUTPOST TRUCKSTOP,"FUEL DISPENSER, AUTOMATED",100.00,.00,10-104-06010,62009,1025 S MAIN,LUSK,USA,WY,82225,CORE,INTERNSHIPS,ACTIVE,08/20/2021,Emp971
1210,Name475,08/23/2021,BRANDONS PUB & GRILL,"EATING PLACES, RESTAURANTS",57.00,.00,10-170-25000,62103,3008 7TH AVE,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/19/2021,Emp996
1212,Name208,08/23/2021,PARTY CITY 5139,MISCELLANEOUS AND SPECIALTY RETAIL STORES,24.95,.00,10-141-50000,62200,4371 16TH ST,MOLINE,USA,IL,61265,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp988
1275,Name311,08/23/2021,TEAL'S MARKET,"GROCERY STORES, SUPERMARKETS",163.35,.00,10-122-43038,62104,365 WEST MAIN STREET,ISLE,USA,MN,56342,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp831
1216,Name436,08/23/2021,JOANN STORES #2476,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",21.49,1.68,10-134-20600,60000,3911 16TH ST,MOLINE,USA,IL,61265,CAMPUS MINISTRIES,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp1017
1251,Name525,08/23/2021,COLDSTONE #22051,FAST FOOD RESTAURANTS,67.35,.00,10-141-50000,60059,4706 UTICA RIDGE RD #2,DAVENPORT,USA,IA,52807,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,08/19/2021,Emp992
1256,Name227,08/23/2021,HY-VEE AISLES ONLINE 4,"GROCERY STORES, SUPERMARKETS",89.17,.00,10-122-43040,62104,5820 WESTOWN PKWY,515-267-2800,USA,IA,50266,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp978
1256,Name227,08/23/2021,FAMOUS DAVE'S BBQ,"EATING PLACES, RESTAURANTS",143.29,.00,10-122-43040,62104,1110 E KIMBERLY RD,DAVENPORT,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp978
1275,Name311,08/23/2021,MINNESOTA STATE PARKS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,35.00,.00,10-122-43038,62027,500 LAFAYETTE RD N #,866-8572757,USA,MN,55155-4002,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp831
1280,Name261,08/23/2021,AMERICAN AIRLINES,AMERICAN AIRLINES,64.60,.00,10-122-47080,62027,4000 E SKY HARBOR BL,SEATTLE,USA,WA,85034-3802,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/19/2021,Emp938
1280,Name261,08/23/2021,AMERICAN AIRLINES,AMERICAN AIRLINES,64.60,.00,10-122-43046,62027,4000 E SKY HARBOR BL,SEATTLE,USA,WA,85034-3802,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/19/2021,Emp938
1246,Name491,08/23/2021,AMAZON.COM*2D55A3Y71,BOOK STORES,399.50,.00,11-101-09818,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,COMMUNICATION STUDIES,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp734
1358,Name219,08/23/2021,HOBBY-LOBBY #0168,"GAME, TOY, AND HOBBY SHOPS",46.95,.00,10-130-20000,60022,5611 ELMORE AVE,DAVENPORT,USA,IA,52807,STUDENT INCLUSION & DIVERSITY,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp958
1125,Name276,08/23/2021,AMZN MKTP US*2D9RK11Q2,BOOK STORES,113.87,.00,10-170-25100,61503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp784
1102,Name250,08/23/2021,GENESEO TELEPHONE COMP,"CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS",100.00,.00,15-152-18311,66028,111 EAST FIRST ST,309-9442103,USA,IL,61254,WVIK,AUGUSTANA COLLEGE,ACCOUNT CLOSED,08/21/2021,Emp714
1102,Name250,08/23/2021,"IN *STREAMGUYS,  INC.",BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,1389.00,.00,15-152-18311,64001,2212 JACOBY CREEK RD,707-6679479,USA,CA,95524,WVIK,AUGUSTANA COLLEGE,ACCOUNT CLOSED,08/20/2021,Emp714
1119,Name283,08/23/2021,LAKE STOP,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,45.51,3.13,10-122-43038,62104,104 N MAIN STREET,WAHKON,USA,MN,56386,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp769
1125,Name276,08/23/2021,HANDY TRUE VALUE HARDW,HARDWARE STORES,42.72,.00,10-170-25100,61503,1435 3OTH ST,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp784
1126,Name203,08/23/2021,MENARDS MOLINE IL,HOME SUPPLY WAREHOUSE STORES,304.08,.00,10-170-25000,61500,6400 44TH AVE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp785
1126,Name203,08/23/2021,MENARDS MOLINE IL,HOME SUPPLY WAREHOUSE STORES,145.67,.00,10-170-25200,64000,6400 44TH AVE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp785
1126,Name203,08/23/2021,MENARDS MOLINE IL,HOME SUPPLY WAREHOUSE STORES,64.12,.00,10-163-33300,61541,6400 44TH AVE,MOLINE,USA,IL,61265,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp785
1323,Name267,08/23/2021,DICK'SSPORTINGGOODS.CO,SPORTING GOODS STORES,42.90,.00,10-122-43048,61501,345 COURT STREET,877-8469997,USA,PA,15108,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,08/21/2021,Emp880
1323,Name267,08/23/2021,TEAM CONNECTION INC,"SPORTS APPAREL, RIDING APPAREL STORES",533.84,.00,10-122-43048,61501,615 ALTON PL,336-4312551,USA,NC,27263,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,08/20/2021,Emp880
1323,Name267,08/23/2021,DICK'SSPORTINGGOODS.CO,SPORTING GOODS STORES,42.90,.00,10-122-43048,61501,345 COURT STREET,877-8469997,USA,PA,15108,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,08/21/2021,Emp880
1323,Name267,08/23/2021,DICK'SSPORTINGGOODS.CO,SPORTING GOODS STORES,42.90,.00,10-122-43048,61501,345 COURT STREET,877-8469997,USA,PA,15108,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,08/21/2021,Emp880
1323,Name267,08/23/2021,DICK'SSPORTINGGOODS.CO,SPORTING GOODS STORES,22.00,.00,10-122-43048,61501,345 COURT STREET,877-8469997,USA,PA,15108,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,08/21/2021,Emp880
1081,Name269,08/23/2021,SAMS CLUB #8238,WHOLESALE CLUBS,197.85,8.87,10-122-43040,62104,3845 ELMORE AVE,DAVENPORT,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp941
1081,Name269,08/23/2021,PORTILLOS HOT DOGS#60O,FAST FOOD RESTAURANTS,531.47,34.77,10-122-43040,62104,"2741 E 53RD, DAVENPORT",6309543773,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp941
1081,Name269,08/23/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",107.61,2.78,10-122-43040,62104,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp941
1277,Name529,08/23/2021,AMAZON.COM*2D1FB4M52,BOOK STORES,109.95,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp795
1277,Name529,08/23/2021,AMAZON.COM*2D14T6RD1,BOOK STORES,77.97,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp795
1277,Name529,08/23/2021,AMAZON.COM*2D3IF5I41,BOOK STORES,22.29,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp795
1351,Name322,08/23/2021,1680 3E CO,ELECTRICAL PARTS AND EQUIPMENT,345.00,.00,10-170-25300,64000,206 E 5TH ST,DAVENPORT,USA,IA,52801,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp705
1072,Name374,08/23/2021,BREEDLOVES* AUGUSTANA,MEN'S AND WOMEN'S CLOTHING STORES,121.26,.00,10-122-47086,61501,123 W. SECOND ST.,KEWANEE,USA,IL,61443,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp930
1335,Name502,08/23/2021,HY-VEE DAVENPORT 1108,"GROCERY STORES, SUPERMARKETS",56.49,.84,10-122-43040,62104,4064 E 53RD ST,DAVENPORT,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp940
1335,Name502,08/23/2021,HY-VEE DAVENPORT 1108,"GROCERY STORES, SUPERMARKETS",535.00,35.00,10-122-43040,62104,4064 E 53RD ST,DAVENPORT,USA,IA,52807,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp940
1351,Name322,08/23/2021,CRESCENT ELECTRIC 003,ELECTRICAL PARTS AND EQUIPMENT,31.10,.00,10-170-25100,61500,6105 N BRADY ST,5633231811,USA,IA,52806,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp705
1351,Name322,08/23/2021,THEISENS OF DEWITT #3,HOME SUPPLY WAREHOUSE STORES,84.89,.00,10-170-25300,61500,316 E. 11TH ST.,DEWITT,USA,IA,52742,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp705
1351,Name322,08/23/2021,THEISENS OF DEWITT #3,HOME SUPPLY WAREHOUSE STORES,50.18,.00,10-170-25300,61500,316 E. 11TH ST.,DEWITT,USA,IA,52742,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp705
1072,Name374,08/23/2021,BREEDLOVES* AUGUSTANA,MEN'S AND WOMEN'S CLOTHING STORES,209.93,.00,10-122-47086,61501,123 W. SECOND ST.,2149454000,USA,IL,61443,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/21/2021,Emp930
1351,Name322,08/23/2021,HANDY TRUE VALUE HARDW,HARDWARE STORES,4.59,.00,10-170-25300,64000,1435 3OTH ST,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp705
1052,Name281,08/23/2021,VICTORY TAILGATE,SPORTING GOODS STORES,279.90,.00,10-130-21700,65500,2437 EAST LANDSTREET RD,407-704-8775,USA,FL,32824,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,08/20/2021,Emp702
1053,Name249,08/23/2021,CHICK-FIL-A #03631,FAST FOOD RESTAURANTS,4.79,.00,10-122-47074,62104,3831 41ST AVENUE DRIVE,MOLINE,USA,IL,61265,AUGUSTANA COLLEGE,AUGUSTANA COLLEGE,ACCOUNT CLOSED,08/21/2021,Emp994
1277,Name529,08/23/2021,AMAZON.COM*2D4YG97V0,BOOK STORES,71.97,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp795
1281,Name372,08/23/2021,HY-VEE MOLINE 1418,"GROCERY STORES, SUPERMARKETS",303.60,27.60,10-122-43040,62104,750 42ND AVENUE DR,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp981
1072,Name374,08/23/2021,BACKYARD BOWL,BOWLING ALLEYS,394.56,.00,10-122-47086,60000,2020 1ST ST W,MILAN,USA,IL,61264,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp930
1294,Name412,08/23/2021,JEWEL OSCO 3061,"GROCERY STORES, SUPERMARKETS",32.90,.00,10-131-20700,62000,1150 W MAPLE AVE,MUNDELEIN,USA,IL,60060,ADMISSIONS,LF FINAIDADMISSIONS,ACTIVE,08/21/2021,Emp1028
1309,Name515,08/23/2021,DRI*SPORTS SOUNDS PRO,COMPUTER SOFTWARE STORES,159.32,.32,10-122-41400,65500,10380 BREN ROAD WEST,MYORD.COM,USA,MN,55343,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp1019
1078,Name509,08/23/2021,LOWES #00104*,HOME SUPPLY WAREHOUSE STORES,67.62,5.30,10-122-43034,60000,3820 44TH AVENUE DR.,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp729
1072,Name374,08/23/2021,QUAD CITIES RIVER BAND,"ATHLTIC FIELDS,COMMRCL SPRT,SPRT CLBS,SPRT PROMOTR",80.00,.00,10-122-47086,60000,209 S GAINES ST,DAVENPORT,USA,IA,52802,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/20/2021,Emp930
1072,Name374,08/23/2021,WALGREENS #4332,"DRUG STORES, PHARMACIES",35.30,2.77,10-122-47086,60000,2955 18TH AVE,ROCK ISLAND,USA,IL,61201,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,08/22/2021,Emp930
