time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-04-11T22:41:46.040Z,43.584,-127.638,8,6,mwc,656,43.9,,1.1,us,usp000jhpg,2021-02-18T02:12:33.011Z,"266 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2012-02-16T06:37:33.300Z,49.089,-127.617,10,4.7,mwr,239,158,,1.21,us,usp000jf07,2021-02-24T23:01:04.734Z,"124 km W of Tofino, Canada",earthquake,,,,,reviewed,us,pgc
2012-02-15T03:31:20.610Z,43.625,-127.518,11,5.8,mww,491,80.2,,1.12,us,usp000jeyq,2021-02-24T23:08:21.405Z,"258 km WNW of Bandon, Oregon",earthquake,,,,,reviewed,us,us
2012-02-14T10:09:28.440Z,32.1991667,-115.2085,9.963,4.87,mw,17,244,0.2344,0.31,ci,ci11066877,2020-07-09T21:10:53.546Z,"5km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.8,31.61,,0,reviewed,ci,ci
2012-02-13T21:07:02.770Z,41.1431667,-123.7903333,27.358,5.6,mw,41,72,0.1766,0.27,nc,nc71734741,2020-07-10T14:24:14.907Z,"26 km NNW of Willow Creek, California",earthquake,0.43,1.19,,4,reviewed,nc,nc
2012-02-04T20:08:57.710Z,48.939,-127.64,14.3,4.8,mwr,143,143.3,,1.35,us,usp000jegf,2014-11-07T01:46:57.915Z,"128 km WSW of Tofino, Canada",earthquake,,8.3,,,reviewed,us,pgc
2012-02-04T20:05:31.710Z,48.887,-127.906,14.6,5.6,mww,486,70.7,,0.96,us,usp000jege,2021-02-24T23:07:36.526Z,"149 km WSW of Tofino, Canada",earthquake,,3.4,,,reviewed,us,us
2012-01-22T00:39:51.110Z,30.289,-114.141,10,4.6,mb,157,108.4,,1.43,us,usp000jdtn,2014-11-07T01:46:49.271Z,"105 km SE of San Felipe, Mexico",earthquake,,,,83,reviewed,us,us
2012-01-13T19:46:04.820Z,51.076,-130.72,10,5.2,mwr,271,148.3,,,us,usp000jdez,2015-03-24T01:24:48.305Z,"261 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-12-23T12:32:40.660Z,30.603,-113.974,10,4.9,mwc,158,134.7,,1.29,us,usp000jcj9,2015-03-24T01:24:07.699Z,"89 km SSW of Puerto Peñasco, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-12-19T08:12:42.000Z,51.03,-130.65,10,4.5,mw,98,174.8,,,us,usp000jcd7,2014-11-07T01:46:35.657Z,"255 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-12-04T15:35:37.860Z,26.006,-111.811,10,5.2,mwc,395,86.1,,0.96,us,usp000jbtq,2015-03-24T01:58:12.355Z,"46 km W of Loreto, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-11-23T23:02:41.000Z,50.45,-130.13,10,5,mwc,143,174.3,,,us,usp000jban,2014-11-07T01:46:24.382Z,"216 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2011-11-18T13:09:00.980Z,48.4693333,-119.6075,11.168,4.6,md,21,121,0.2138,0.26,uw,uw10831488,2017-04-02T01:41:47.861Z,"8 km WSW of Riverside, Washington",earthquake,0.87,0.94,0.04,21,reviewed,uw,uw
2011-10-27T06:37:09.340Z,39.6055,-120.4715,11.974,4.73,mw,30,56,0.01892,0.07,nc,nc71671056,2020-05-02T02:53:06.899Z,"3 km WSW of Sattley, California",earthquake,0.24,0.49,,9,reviewed,nc,nc
2011-10-13T04:14:00.510Z,43.462,-127.135,20.6,5.6,mwc,471,43.1,,1.09,us,usp000j99k,2021-02-24T23:07:59.253Z,"224 km W of Bandon, Oregon",earthquake,,5.2,,,reviewed,us,gcmt
2011-10-01T07:07:00.547Z,38.8967,-118.7657,3.9,4.8,ml,26,103.47,0.329,0.1538,nn,nn00349954,2020-05-21T01:34:58.958Z,"7 km SSE of Schurz, Nevada",earthquake,,3.1,0.37,11,reviewed,nn,nn
2011-09-21T04:36:58.990Z,48.928,-129.355,10,4.5,mwr,121,179.5,,,us,usp000j8bm,2014-11-07T01:45:56.121Z,"246 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-09-12T09:37:25.520Z,50.58,-130.345,10,4.6,mwr,217,149.4,,,us,usp000j7ye,2014-11-07T01:45:53.020Z,"230 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-09-10T22:07:28.950Z,28.094,-112.141,10,4.9,mwc,201,71.4,,1.41,us,usp000j7wf,2014-11-07T01:45:52.604Z,"83 km SSW of Bahía de Kino, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-09-09T19:41:34.150Z,49.535,-126.893,22,6.4,mww,650,28.1,,1.02,us,usp000j7ur,2021-02-24T22:58:48.627Z,"66 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2011-09-06T01:50:17.360Z,51.39,-131.057,10,4.5,mwr,20,214.9,,,us,usp000j7p7,2014-11-07T01:45:50.712Z,"292 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-09-01T02:06:23.340Z,43.558,-127.27,10,4.8,mwc,47,205,,1.48,us,usp000j7bq,2014-11-07T01:45:46.883Z,"237 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2011-08-27T07:18:21.150Z,36.5843333,-121.1808333,7.5,4.64,mw,97,31,0.08108,0.08,nc,nc71627835,2020-05-02T02:50:33.967Z,"21 km NE of Soledad, California",earthquake,0.11,0.3,,5,reviewed,nc,nc
2011-08-18T15:37:40.400Z,51.747,-130.717,10,5.1,mwc,255,139,,1.23,us,usp000j6n1,2014-11-07T01:45:38.051Z,"284 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,gcmt
2011-08-18T15:35:42.510Z,51.425,-131.008,10,4.9,mwr,248,140.7,,,us,usp000j6n0,2014-11-07T01:45:38.033Z,"290 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-08-05T15:10:03.930Z,44.13,-128.909,10,4.8,mwc,161,170.9,,1.31,us,usp000j60r,2015-03-24T01:19:36.840Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2011-07-26T19:40:27.590Z,24.957,-109.533,12.6,5.1,mwc,348,46.3,,1.14,us,usp000j5hx,2015-03-24T01:19:25.384Z,"86 km SW of Topolobampo, Mexico",earthquake,,6.3,,,reviewed,us,gcmt
2011-07-26T17:44:20.380Z,25.101,-109.525,12,6,mww,379,81.3,,1.19,us,usp000j5hr,2015-06-30T16:59:03.875Z,"73 km SW of Topolobampo, Mexico",earthquake,,,,,reviewed,us,us
2011-06-18T10:49:11.370Z,41.88,-126.997,10,5.2,mwc,244,112.7,,1.3,us,usp000j3cc,2020-05-06T09:26:42.140Z,"219 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,us,gcmt
2011-06-17T02:22:23.570Z,51.959,-131.338,10,4.9,mwr,309,141.9,,1.1,us,usp000j3a0,2014-11-07T01:45:06.376Z,"270 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2011-05-24T19:01:42.590Z,27.585,-111.563,10,5.1,mwc,167,87.5,,1.37,us,usp000j25c,2015-03-24T01:17:44.977Z,"65 km SW of San Carlos, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-05-22T07:21:38.190Z,43.525,-127.034,10,4.9,mwc,214,161.4,,1.19,us,usp000j20v,2015-03-24T02:21:08.357Z,"217 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2011-05-16T05:59:52.860Z,52.042,-132.051,20,4.6,mwr,39,175.9,,,us,usp000j1p8,2014-11-07T01:44:51.671Z,"278 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-04-29T22:31:58.310Z,28.738,-113.125,10,5.2,mwr,267,80.4,,1.42,us,usp000j0sj,2014-11-07T01:44:39.305Z,"69 km ENE of San Luis, Mexico",earthquake,,,,,reviewed,us,us
2011-04-26T21:10:25.610Z,27.463,-111.533,11.2,5.3,mww,238,85,,1.36,us,usp000j0na,2015-03-24T01:16:59.712Z,"73 km SW of San Carlos, Mexico",earthquake,,7.8,,,reviewed,us,us
2011-04-20T18:21:44.420Z,27.424,-111.367,10,5,mwc,137,94.2,,1.47,us,usp000j0au,2015-03-24T02:08:15.352Z,"67 km SSW of San Carlos, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-04-17T00:45:37.080Z,38.3891,-118.7433,5.1,4.6,ml,33,56.28,0.295,0.1647,nn,nn00424006,2018-06-28T20:54:38.942Z,"18 km SW of Hawthorne, Nevada",earthquake,,3.4,0.29,8,reviewed,nn,nn
2011-03-24T19:06:17.920Z,24.993,-109.682,27.9,4.6,mb,29,114.2,,0.9,us,usp000hygp,2014-11-07T01:44:19.293Z,"92 km SSW of Campo Pesquero el Colorado, Mexico",earthquake,,16.6,,10,reviewed,us,us
2011-03-24T17:25:32.730Z,25.295,-110.065,10,4.8,mb,75,70.4,,1.25,us,usp000hygc,2014-11-07T01:44:19.263Z,"91 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,52,reviewed,us,us
2011-03-20T04:20:35.280Z,49.665,-128.621,10,4.6,mwr,206,151.5,,,us,usp000hy0e,2014-11-07T01:44:15.172Z,"150 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-03-18T01:44:12.360Z,25.399,-109.687,10,4.5,mb,122,64.4,,1.38,us,usp000hxrt,2014-11-07T01:44:13.025Z,"54 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,71,reviewed,us,us
2011-03-13T16:07:34.890Z,25.324,-109.773,10,4.6,mb,142,110.5,,1.11,us,usp000hwxf,2015-03-24T01:15:37.264Z,"66 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,78,reviewed,us,us
2011-03-13T08:35:32.750Z,25.33,-109.521,10,5,mwc,30,147.1,,1.28,us,usp000hwts,2014-11-07T01:44:04.984Z,"51 km SSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-03-13T02:50:07.950Z,25.298,-109.767,10,4.6,mb,139,89.2,,1.19,us,usp000hwqx,2014-11-07T01:44:04.364Z,"68 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,64,reviewed,us,us
2011-03-12T21:58:38.300Z,25.236,-109.815,10,4.5,mb,85,122,,1.29,us,usp000hwmg,2014-11-07T01:44:03.584Z,"76 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,43,reviewed,us,us
2011-03-12T20:16:56.320Z,25.331,-109.465,10,5,mwc,77,136.1,,1.43,us,usp000hwkf,2015-03-24T01:15:35.913Z,"49 km SSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-03-12T17:54:15.370Z,25.391,-109.719,10,4.7,mb,128,117.8,,1.48,us,usp000hwjc,2014-11-07T01:44:03.186Z,"57 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,93,reviewed,us,us
2011-03-12T17:13:00.590Z,25.379,-109.695,10,5.2,mwc,182,110.9,,1.41,us,usp000hwj1,2014-11-07T01:44:03.077Z,"56 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-03-12T14:42:44.250Z,25.25,-109.544,10,4.5,mb,40,134.5,,1.38,us,usp000hwgp,2014-11-07T01:44:02.841Z,"60 km SSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,8,reviewed,us,us
2011-03-12T14:11:03.020Z,25.317,-109.738,10,5.4,mwc,193,53.8,,1.32,us,usp000hwgf,2015-03-24T01:15:34.521Z,"64 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-03-12T13:25:59.840Z,25.209,-109.82,12.6,5.6,mwc,145,118.6,,1.36,us,usp000hwfy,2015-05-13T18:53:59.000Z,"79 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,15.1,,,reviewed,us,gcmt
2011-03-12T12:53:23.430Z,25.165,-109.894,10,4.6,mb,46,75.3,,1.18,us,usp000hwfn,2014-11-07T01:44:02.443Z,"87 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,43,reviewed,us,us
2011-03-12T12:03:41.140Z,25.138,-109.793,10,4.5,mb,117,110.7,,1.2,us,usp000hwf0,2014-11-07T01:44:02.350Z,"83 km SW of Campo Pesquero el Colorado, Mexico",earthquake,,,,68,reviewed,us,us
2011-03-08T07:29:52.830Z,44.165,-129.472,10,4.6,mb,225,190.6,,1.14,us,usp000hvgh,2015-03-24T01:15:24.829Z,"off the coast of Oregon",earthquake,,,,94,reviewed,us,us
2011-03-08T01:26:58.190Z,44.318,-129.446,10,5.1,mwc,324,163.2,,1.26,us,usp000hvg9,2015-03-24T01:15:23.423Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2011-03-06T22:23:15.580Z,44.289,-129.432,10,5,mwc,148,163.2,,1.03,us,usp000hvf2,2014-11-07T01:43:52.643Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2011-03-06T21:35:47.420Z,44.373,-129.376,10,5,mwc,242,183.1,,1.03,us,usp000hvf1,2014-11-07T01:43:52.624Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2011-03-06T13:46:37.910Z,40.4038333,-125.363,24.467,4.54,mw,80,241,0.8207,0.35,nc,nc71538646,2020-06-27T07:34:50.727Z,"95 km WSW of Ferndale, California",earthquake,1.17,12.57,,7,reviewed,nc,nc
2011-03-03T03:54:59.910Z,50.243,-130.23,10,4.5,mwr,88,165.4,,,us,usp000hv9a,2014-11-07T01:43:50.828Z,"226 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-02-20T19:34:39.980Z,32.0468333,-115.2518333,9.908,4.5,mw,5,310,0.3743,0.18,ci,ci14937988,2020-05-02T02:44:26.830Z,"22km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.58,31.61,,0,reviewed,ci,ci
2011-02-18T17:47:35.770Z,32.047,-115.0621667,14.929,5.09,mw,11,270,0.4246,0.26,ci,ci14937372,2020-07-07T22:07:48.214Z,"17km SSW of Estacion Coahuila, B.C., MX",earthquake,3.98,31.61,,7,reviewed,ci,ci
2011-02-08T22:02:01.870Z,43.541,-127.313,10,5.4,mwc,285,90.7,,1.21,us,usp000hu8d,2021-02-24T23:06:30.948Z,"240 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2011-02-08T07:44:36.820Z,43.719,-127.731,10,4.8,mwc,227,158.4,,1.25,us,usp000hu7s,2021-02-24T23:03:36.390Z,"277 km WNW of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2011-02-03T07:52:17.790Z,50.748,-130.298,10,4.6,mwr,77,173.4,,,us,usp000hu0k,2014-11-07T01:43:36.357Z,"227 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-01-29T07:58:28.690Z,50.624,-130.424,10,4.7,mwr,11,188.8,,,us,usp000htt5,2014-11-07T01:43:31.376Z,"236 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-01-26T00:11:28.000Z,31.236,-115.653,5,4.5,mb,55,181.9,,,us,usp000htnp,2016-03-14T20:12:39.979Z,"56 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,1,reviewed,ecx,us
2011-01-12T08:51:03.680Z,36.7711667,-121.4963333,7.661,4.5,mw,134,35,0.01802,0.19,nc,nc71508850,2020-05-02T02:42:59.011Z,"9 km SSE of San Juan Bautista, California",earthquake,0.15,0.28,,16,reviewed,nc,nc
2011-01-12T02:38:13.600Z,27.01,-111.414,10,5,mwc,99,135.1,,1.35,us,usp000hsy7,2015-03-24T01:14:20.872Z,"57 km ENE of Mulegé, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-01-11T16:15:35.350Z,27.149,-111.546,10,4.5,mb,28,98.1,,1.2,us,usp000hsxh,2014-11-07T01:43:25.461Z,"51 km ENE of Mulegé, Mexico",earthquake,,,,19,reviewed,us,us
2011-01-03T18:11:20.680Z,25.912,-110.558,10,5,mwc,37,84.4,,1.34,us,usp000hshu,2014-11-07T01:43:21.029Z,"79 km E of Loreto, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-01-03T12:06:36.860Z,38.2471667,-112.3451667,11.09,4.56,ml,23,47,0.2414,0.23,uu,uu50419770,2019-06-28T18:48:46.938Z,"10 km NW of Circleville, Utah",earthquake,0.49,1.02,,12,reviewed,uu,uu
2010-12-11T12:52:26.310Z,32.1633333,-115.2638333,13.005,4.71,mw,13,250,0.2578,0.18,ci,ci14895612,2020-07-07T22:07:32.645Z,"11km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.48,1.12,,6,reviewed,ci,ci
2010-12-04T23:56:23.590Z,25.433,-109.904,11.7,5,mwc,218,61.5,,1.27,us,usp000hqhd,2016-11-10T02:36:59.225Z,"69 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,5.5,,,reviewed,us,gcmt
2010-11-25T02:04:37.510Z,43.895,-128.342,10,4.6,mb,127,187.2,,1.24,us,usp000hq2p,2015-03-24T01:13:32.703Z,"off the coast of Oregon",earthquake,,,,38,reviewed,us,us
2010-11-21T23:46:35.050Z,43.571,-127.23,10,5,mwc,94,189.7,,1.17,us,usp000hpyc,2021-02-24T23:04:01.091Z,"234 km WNW of Bandon, Oregon",earthquake,,,,,reviewed,us,gcmt
2010-11-04T19:39:59.550Z,32.8645,-115.9973333,13.146,4.57,ml,64,39,0.03251,0.25,ci,ci10832573,2020-05-02T02:40:46.498Z,"14km N of Ocotillo, CA",earthquake,0.26,0.58,0.146,196,reviewed,ci,ci
2010-10-25T10:08:00.560Z,24.564,-109.268,10,4.6,mb,83,83.7,,1.33,us,usp000hnhw,2014-11-07T01:42:45.397Z,"107 km NNE of Los Barriles, Mexico",earthquake,,,,38,reviewed,us,us
2010-10-25T10:06:14.480Z,24.587,-109.2,10,5.1,mwc,174,66.8,,1.26,us,usp000hnhv,2016-11-10T02:35:18.466Z,"110 km SSW of El Huitusi, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-21T17:59:00.640Z,24.752,-109.26,10,5.3,mb,41,103.7,,1.32,us,usp000hncn,2014-11-07T01:42:44.593Z,"96 km SSW of Topolobampo, Mexico",earthquake,,,,2,reviewed,us,us
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,mwc,352,50.3,,1.21,us,usp000hncm,2020-09-21T17:03:03.915Z,"97 km SSW of El Huitusi, Mexico",earthquake,,,,,reviewed,us,us
2010-10-21T15:38:01.310Z,24.586,-109.178,10,4.8,mwc,165,113.4,,1.15,us,usp000hnch,2016-11-10T02:35:05.755Z,"109 km SSW of El Huitusi, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-21T14:26:38.130Z,24.631,-109.186,2.6,4.9,mwc,134,84.7,,1.12,us,usp000hnce,2016-11-10T02:35:05.051Z,"105 km SSW of El Huitusi, Mexico",earthquake,,7.4,,,reviewed,us,gcmt
2010-10-20T06:58:13.940Z,24.471,-109.026,10,5.8,mwc,258,111.3,,1.13,us,usp000hnax,2016-11-10T02:34:59.081Z,"109 km WSW of Dautillos, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-20T04:30:34.120Z,24.374,-109.027,10,4.7,mb,83,99.1,,1.46,us,usp000hnaq,2014-11-07T01:42:44.087Z,"102 km NE of Los Barriles, Mexico",earthquake,,,,69,reviewed,us,us
2010-10-20T04:15:34.820Z,24.466,-109.144,10,5.9,mwb,154,59.5,,1.41,us,usp000hnam,2016-11-10T02:34:58.475Z,"103 km NNE of Los Barriles, Mexico",earthquake,,,,,reviewed,us,us
2010-10-20T04:09:42.820Z,24.54,-109.098,10,5.9,mwc,272,60,,1.18,us,usp000hnak,2016-11-10T02:34:57.856Z,"111 km SSW of El Progreso, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-20T03:39:28.950Z,24.722,-108.892,10,4.9,mwc,146,91.2,,1.4,us,usp000hnah,2016-11-10T02:34:57.250Z,"84 km SSW of El Progreso, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-13T10:50:23.890Z,41.936,-127.038,10,4.8,mwc,113,128.8,,1.24,us,usp000hn20,2017-01-23T03:15:30.400Z,"221 km W of Pistol River, Oregon",earthquake,,,,,reviewed,us,gcmt
2010-10-04T14:51:54.540Z,49.357,-129.315,10,5.3,mwc,119,151,,1.26,us,usp000hmkr,2016-11-10T02:34:17.433Z,"210 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,gcmt
2010-10-04T05:56:16.870Z,49.447,-129.086,10,4.7,mwr,138,149.7,,1.31,us,usp000hmk3,2014-11-07T01:42:38.633Z,"191 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2010-10-02T07:51:52.970Z,44.614,-129.827,10,4.8,mwc,132,192.5,,1.18,us,usp000hmfz,2016-11-10T02:34:04.710Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2010-09-20T04:05:06.930Z,44.665,-130.104,10,4.8,mwc,111,112.5,,1.34,us,usp000hkz4,2016-11-10T02:33:24.040Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2010-09-20T00:30:02.400Z,32.0261667,-115.1083333,9.939,4.75,mw,9,272,0.4261,0.22,ci,ci14844244,2020-05-02T02:39:12.390Z,"21km SSW of Estacion Coahuila, B.C., MX",earthquake,4.9,31.61,,0,reviewed,ci,ci
2010-09-15T07:50:07.130Z,29.787,-114.141,10,5.3,mwc,270,78.1,,1.47,us,usp000hkrd,2016-11-10T02:33:10.619Z,"140 km W of La Libertad, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-09-14T10:52:18.000Z,32.0485,-115.1981667,9.939,4.96,mw,12,263,0.3808,0.21,ci,ci10798005,2020-07-07T22:03:07.617Z,"20km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.95,31.61,,0,reviewed,ci,ci
2010-08-17T11:37:57.680Z,50.839,-129.948,13.6,4.6,mwr,113,160.5,,1.18,us,usp000hjb7,2014-11-07T01:42:15.519Z,"203 km W of Port McNeill, Canada",earthquake,,17.2,,,reviewed,us,pgc
2010-08-05T00:04:17.860Z,43.596,-110.391,5,4.8,mwr,120,24.6,,0.97,us,usp000hhj8,2015-03-24T01:38:53.208Z,"19 km E of Kelly, Wyoming",earthquake,,,,,reviewed,us,us
2010-07-28T16:12:05.610Z,43.756,-125.815,10,5.2,mwc,193,143.9,,0.93,us,usp000hh0t,2017-08-01T16:34:36.951Z,"129 km WNW of Barview, Oregon",earthquake,,,,,reviewed,us,gcmt
2010-07-26T08:43:25.340Z,50.178,-129.932,10,4.6,mwr,171,149.5,,1.17,us,usp000hgut,2015-03-24T01:10:49.271Z,"207 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2010-07-19T17:15:04.560Z,49.46,-130.047,10,5.4,mwc,315,67.2,,,us,usp000hfz8,2016-11-10T02:30:50.908Z,"246 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2010-07-07T23:53:33.480Z,33.4173333,-116.4746667,12.318,5.42,mw,112,19,0.09786,0.23,ci,ci10736069,2021-02-12T06:42:11.819Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,7,reviewed,ci,ci
2010-07-03T13:14:44.000Z,50.42,-130.36,10,4.9,mwc,67,177.6,,,us,usp000hev5,2016-11-10T02:30:19.196Z,"232 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2010-06-17T07:12:36.500Z,24.04,-109.102,10,4.9,mwc,133,136.5,,1.16,us,usp000he6h,2016-11-10T02:29:41.078Z,"69 km NE of La Rivera, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-06-15T04:26:58.240Z,32.705,-115.9113333,8.756,5.71,mw,45,71,0.05832,0.2,ci,ci14745580,2020-07-07T22:07:16.775Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,6,reviewed,ci,ci
2010-05-26T19:39:29.120Z,25.498,-109.829,10,4.8,mwc,26,128.3,,1.24,us,usp000hd75,2016-11-10T02:28:43.094Z,"59 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-05-22T17:33:17.900Z,32.6243333,-115.7683333,7.493,4.6,mw,32,131,0.04329,0.14,ci,ci14718764,2020-05-02T02:32:44.610Z,"18km WNW of Progreso, B.C., MX",earthquake,0.56,0.76,,6,reviewed,ci,ci
2010-05-22T17:30:58.170Z,32.6168333,-115.7563333,8.073,4.9,mw,38,132,0.0411,0.17,ci,ci14718756,2020-07-07T22:07:01.376Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.69,,0,reviewed,ci,ci
2010-05-19T00:38:59.780Z,32.6601667,-115.8253333,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2020-05-02T02:31:39.743Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2010-05-13T05:35:12.200Z,42.263,-126.499,10,5.3,mwc,273,106.4,,1.22,us,usp000hcpr,2020-05-06T09:23:20.521Z,"171 km W of Gold Beach, Oregon",earthquake,,,,,reviewed,us,gcmt
2010-05-11T23:08:28.010Z,27.763,-115.23,10,4.5,mb,96,91.6,,1.16,us,usp000hcn8,2014-11-07T01:41:28.820Z,"33 km WNW of Bahía Tortugas, Mexico",earthquake,,,,48,reviewed,us,us
2010-05-09T10:42:52.970Z,27.674,-115.191,10,4.8,mb,271,127.8,,1.25,us,usp000hcht,2015-03-24T02:30:49.434Z,"29 km W of Bahía Tortugas, Mexico",earthquake,,,,122,reviewed,us,us
2010-05-08T18:46:27.460Z,32.6755,-115.8101667,2.383,4.69,mw,43,88,0.02652,0.18,ci,ci10657549,2020-05-02T02:30:06.855Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,6,reviewed,ci,ci
2010-05-08T18:33:10.750Z,32.6815,-115.7971667,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2020-05-02T02:29:43.369Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-05-07T20:02:18.840Z,44.416,-129.481,10,5,mwc,158,162.8,,1.41,us,usp000hcff,2016-11-10T02:27:58.756Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2010-05-07T18:43:07.300Z,44.409,-129.551,10,4.5,mb,131,166.4,,1.53,us,usp000hcf6,2014-11-07T01:41:27.725Z,"off the coast of Oregon",earthquake,,,,41,reviewed,us,us
2010-05-07T18:41:54.300Z,44.403,-129.523,10,5.1,mwc,168,125.4,,1.37,us,usp000hcf5,2016-11-10T02:27:58.250Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,gcmt
2010-05-07T17:46:13.940Z,44.362,-129.467,10,5.5,mwb,284,104.1,,1.24,us,usp000hcf0,2016-11-10T02:27:57.742Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
2010-05-06T23:12:29.600Z,48.036,-128.188,10,4.5,mw,260,163.3,,,us,usp000hce2,2014-11-07T01:41:27.444Z,"209 km SW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-05-04T11:26:32.050Z,32.2636667,-115.2866667,14.059,4.68,ml,21,224,0.1562,0.26,ci,ci14692836,2020-05-02T02:28:57.766Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.56,1.04,0.156,193,reviewed,ci,ci
